1,0,61533696.164549
1,0,61412052.541661
1,0,60860577.471783
1,0,61469447.100673
1,0,61509178.176992
1,0,61569909.447665
1,0,59648783.766682
1,0,61436599.308983
1,0,61464710.864036
1,0,61548522.066710
1,0,61506319.164982
1,1,61505283.442513
1,1,61524519.491707
1,1,61654974.658553
1,1,61516402.884505
1,1,61517150.627071
1,1,61703846.140839
1,1,61483684.705962
1,1,47269614.373354
1,1,61475830.495768
1,1,61479713.143866
1,1,61492580.387865
1,2,59544994.675944
1,2,59671606.588496
1,2,59673717.236404
1,2,59472420.909410
1,2,59554050.531846
1,2,59566933.242690
1,2,59542030.430647
1,2,59622442.198855
1,2,38949488.993384
1,2,59590969.848609
1,2,59583247.682735
1,3,62216912.588873
1,3,62094527.963861
1,3,62098080.351253
1,3,62168587.431685
1,3,62126474.836450
1,3,62198315.726795
1,3,62152410.156222
1,3,62097413.333280
1,3,62123688.945813
1,3,62066888.935926
1,3,62312805.046941
1,4,59653971.830773
1,4,59670397.566410
1,4,59657224.874827
1,4,59667319.431974
1,4,59658444.677626
1,4,59667741.285311
1,4,59703496.575176
1,4,58598683.728764
1,4,59499028.872441
1,4,59693950.500681
1,4,59655488.849151
1,5,59592064.912854
1,5,59581716.792206
1,5,59626333.266568
1,5,59601317.471745
1,5,59627076.674761
1,5,59626016.075092
1,5,59624848.692180
1,5,59631120.669865
1,5,59638621.402939
1,5,59624139.315017
1,5,59625825.133255
1,6,59674455.416749
1,6,59689826.240955
1,6,59683037.024361
1,6,59683326.489841
1,6,59682521.690623
1,6,59686728.834298
1,6,59681892.590468
1,6,59680958.460891
1,6,59665049.235671
1,6,59681969.713440
1,6,59681571.459426
1,7,62313714.874694
1,7,61790653.917159
1,7,63073599.211198
1,7,62049457.315925
1,7,62448936.975690
1,7,62093214.884083
1,7,62136037.013678
1,7,62087169.041024
1,7,62082840.703738
1,7,62354352.570762
1,7,62128356.021868
1,8,59666164.507657
1,8,59618578.869004
1,8,59671234.935558
1,8,59672196.484916
1,8,59666728.282692
1,8,59674275.801958
1,8,59665407.913807
1,8,59674756.653820
1,8,59665953.066280
1,8,59673071.621327
1,8,59673051.737408
1,9,59652593.618245
1,9,59666919.443856
1,9,59668896.897297
1,9,59669788.795815
1,9,59663972.500908
1,9,59669949.637538
1,9,59670711.060798
1,9,59670524.596648
1,9,59660330.296692
1,9,59671344.846095
1,9,59655550.095775
1,10,58489662.973564
1,10,59057104.351785
1,10,59053539.760235
1,10,58665650.580102
1,10,58611404.914797
1,10,59072173.300200
1,10,57089788.133040
1,10,57687220.302945
1,10,58927006.673997
1,10,58576632.300621
1,10,57707214.895280
1,11,59203843.451377
1,11,59673054.023487
1,11,59709614.542091
1,11,59589854.612591
1,11,59485962.468939
1,11,59710192.098411
1,11,59709373.950097
1,11,59590361.135158
1,11,59530905.157677
1,11,59710639.594151
1,11,59697812.949453
1,12,58916166.117333
1,12,59814353.992125
1,12,59947154.167735
1,12,59584037.739479
1,12,58918268.608309
1,12,59804328.919364
1,12,59815601.166958
1,12,59249077.055201
1,12,59196872.876409
1,12,59518921.861828
1,12,59805391.036400
1,13,59683456.307277
1,13,59679874.053422
1,13,59683814.690255
1,13,59678803.244205
1,13,59683068.128323
1,13,59680681.833673
1,13,59679079.832636
1,13,59665182.102782
1,13,59682314.343568
1,13,59664509.289973
1,13,59682775.359778
1,14,59360636.261425
1,14,59532201.501858
1,14,59424428.078457
1,14,59509268.933400
1,14,59312547.982694
1,14,59040309.267714
1,14,59302642.827156
1,14,59525957.716417
1,14,59339493.146164
1,14,59530120.992280
1,14,59532948.327484
1,15,64125535.188780
1,15,62431385.129543
1,15,61752490.426069
1,15,62319760.009233
1,15,60723837.654190
1,15,62129079.254278
1,15,61125929.889995
1,15,61740200.390201
1,15,62069600.306041
1,15,62338623.044175
1,15,63245646.206872
1,16,59662674.953774
1,16,59673577.497829
1,16,59671081.165456
1,16,59675355.508270
1,16,59672942.279930
1,16,59674671.195227
1,16,59656448.054715
1,16,59675730.827148
1,16,59677224.086921
1,16,59674262.647562
1,16,59624380.038280
1,17,59669181.824978
1,17,59638611.692967
1,17,59658374.004073
1,17,59664621.503893
1,17,59668054.958293
1,17,59659334.113932
1,17,59654610.374349
1,17,59653069.284750
1,17,59656552.344667
1,17,59656988.078735
1,17,59619407.511954
1,18,59047057.678918
1,18,59052565.893211
1,18,59047831.596191
1,18,59037917.534989
1,18,58727807.400467
1,18,58952713.884292
1,18,58694240.569768
1,18,59001135.786437
1,18,58683940.039667
1,18,59041388.035446
1,18,59053539.652131
1,19,59648129.490272
1,19,59611279.133626
1,19,59662643.639689
1,19,59696240.508403
1,19,59671768.280346
1,19,59623907.075955
1,19,59699704.365438
1,19,59598426.555193
1,19,59431402.628653
1,19,59217474.686227
1,19,59706889.384227
1,20,59623086.203386
1,20,58808430.257356
1,20,59624088.054969
1,20,57905249.201805
1,20,57217163.254906
1,20,59458925.382041
1,20,59642671.240017
1,20,59645463.572273
1,20,57065682.423740
1,20,57053099.732756
1,20,59640758.476503
2,0,115516117.697863
2,0,115528025.565961
2,0,113535293.202380
2,0,113432113.570536
2,0,113540439.615278
2,0,115574410.009361
2,0,115563986.225708
2,0,115547533.202277
2,0,115532546.492064
2,0,114931160.445396
2,0,115492858.992270
2,1,111205013.835686
2,1,115580892.847519
2,1,115535808.552069
2,1,115578042.480096
2,1,115535423.515191
2,1,114562998.574127
2,1,115462511.595197
2,1,115496619.679685
2,1,115587549.698206
2,1,115557947.207538
2,1,115512989.901799
2,2,114326393.759428
2,2,114310203.907830
2,2,113995263.019182
2,2,114125293.239041
2,2,114265079.083257
2,2,114337535.924878
2,2,114253098.251362
2,2,114296249.134280
2,2,114335139.275734
2,2,113994815.203006
2,2,113421430.798316
2,3,124280863.448796
2,3,124270653.453347
2,3,124344590.512488
2,3,123990819.071015
2,3,124370126.097203
2,3,124204877.218307
2,3,123973341.765368
2,3,122956316.519910
2,3,123892787.702629
2,3,124364519.659061
2,3,125207458.397661
2,4,119337773.272574
2,4,119260367.389858
2,4,119313607.315512
2,4,118984800.059241
2,4,119334745.790747
2,4,119311572.622082
2,4,119338133.156483
2,4,119281202.555925
2,4,118982759.873794
2,4,119261079.143198
2,4,117391756.212677
2,5,118837225.224267
2,5,118590991.507926
2,5,118982905.958989
2,5,119017781.063223
2,5,119063127.374323
2,5,118974323.669139
2,5,119019006.694197
2,5,118961399.224374
2,5,118983173.709626
2,5,118859829.318583
2,5,118992465.813065
2,6,119367235.136445
2,6,119365876.525435
2,6,119371023.985386
2,6,119238801.587978
2,6,119143254.543762
2,6,119368818.910817
2,6,119111076.764153
2,6,119332714.676911
2,6,119344451.459080
2,6,119349157.877643
2,6,119353215.410831
2,7,122647341.728108
2,7,124213280.083167
2,7,124729765.790453
2,7,124223219.630056
2,7,124263727.427276
2,7,124329691.450274
2,7,124411993.012601
2,7,128317444.595990
2,7,124560362.053445
2,7,124504272.682890
2,7,124487954.217184
2,8,118843413.127266
2,8,119343136.693158
2,8,119360526.134005
2,8,119356997.856608
2,8,119326855.409988
2,8,119349248.656141
2,8,119322973.414555
2,8,119303953.790009
2,8,119308654.196450
2,8,119338752.711560
2,8,119194510.104916
2,9,119349909.236577
2,9,119318560.233650
2,9,119325379.409781
2,9,119295089.183181
2,9,118908694.947506
2,9,119337056.032013
2,9,119329629.667576
2,9,119317790.192115
2,9,119295046.631551
2,9,118907111.510868
2,9,118943500.311208
2,10,117151744.569047
2,10,116252254.265506
2,10,114556827.511085
2,10,116633938.411833
2,10,118067592.000505
2,10,117435693.572056
2,10,116271411.577977
2,10,115087288.185604
2,10,116845094.783690
2,10,118022322.656171
2,10,118021472.517256
2,11,118974281.813143
2,11,119275668.758912
2,11,119265898.060210
2,11,118919846.185184
2,11,119245098.001047
2,11,82810728.414174
2,11,118869804.042701
2,11,118943690.822511
2,11,119024119.421416
2,11,119019282.511742
2,11,118920867.495859
2,12,119147781.779282
2,12,119570992.384348
2,12,119527670.874715
2,12,119515183.631469
2,12,119564744.510112
2,12,119540862.177623
